subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name
The Dark Zone,[{'key': '/authors/OL7757384A'}],Ice Cold - Part One,['Outskirts Press'],356,paperback,"{'type': '/type/text', 'value': 'Source title: Ice Cold - Part One: The Dark Zone'}",[{'key': '/works/OL20470524W'}],"Oct 22, 2016",['1478779756'],[11299448],Ice Cold - Part One : The Dark Zone,['9781478779759'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:46.458553'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:46.458553'}",{'key': '/type/edition'},/books/OL32670287M,1,1,['amazon:1478779756'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8077453A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3890647A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8654320A'}}]","BiblioLycée - Déclaration des Droits de la femme et de la citoyenne, Olympe de Gouges, BAC 2022",,,,,,,,[11299447],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:01:39.969836'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:39.969836'}",{'key': '/type/work'},/works/OL24624242W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL8077453A'}, {'key': '/authors/OL3890647A'}, {'key': '/authors/OL8654320A'}]","BiblioLycée - Déclaration des Droits de la femme et de la citoyenne, Olympe de Gouges, BAC 2022",['HACHETTE EDUC'],96,paperback,"{'type': '/type/text', 'value': 'Source title: BiblioLycée - Déclaration des Droits de la femme et de la citoyenne, Olympe de Gouges, BAC 2022 (French Edition)'}",[{'key': '/works/OL24624242W'}],"Jun 16, 2021",['2017132934'],[11299447],,['9782017132936'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:39.969836'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:39.969836'}",{'key': '/type/edition'},/books/OL32670286M,1,1,['amazon:2017132934'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1613714A'}}]",A Small Path to the Light Volume 2,,,,,,,,[11299446],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:01:28.491760'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:28.491760'}",{'key': '/type/work'},/works/OL24624241W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not Making it on My Own,[{'key': '/authors/OL1613714A'}],A Small Path to the Light Volume 2,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",148,paperback,"{'type': '/type/text', 'value': 'Source title: A Small Path to the Light Volume 2: Not Making it on My Own'}",[{'key': '/works/OL24624241W'}],"Jul 30, 2012",['1478297751'],[11299446],A Small Path to the Light Volume 2 : Not Making it on My Own,['9781478297758'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:28.491760'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:28.491760'}",{'key': '/type/edition'},/books/OL32670285M,1,1,['amazon:1478297751'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8077453A'}],La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine,['MAGNARD'],80,paperback,"{'type': '/type/text', 'value': 'Source title: La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine (2021) (Classiques & Patrimoine) (French Edition)'}",[{'key': '/works/OL24624240W'}],"Jun 22, 2021",['2210772168'],[11299445],La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine,['9782210772168'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.698954'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.698954'}",{'key': '/type/edition'},/books/OL32670284M,1,1,['amazon:2210772168'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8077453A'}}]",La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine,,,,,,,,[11299444],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.293872'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.293872'}",{'key': '/type/work'},/works/OL24624240W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8077453A'}],La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine,['MAGNARD'],80,paperback,"{'type': '/type/text', 'value': 'Source title: La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine (2021) (Classiques & Patrimoine) (French Edition)'}",[{'key': '/works/OL24624240W'}],"Jun 22, 2021",['2210772168'],[11299444],La Déclaration des droits de la femme et de la citoyenne - Bac Français 1re 2022 - Classiques et Patrimoine,['9782210772168'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.293872'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:20.293872'}",{'key': '/type/edition'},/books/OL32670283M,1,1,['amazon:2210772168'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1241093A'}}]",Teaching Little Fingers to Play More - Book/Audio,,,,,,,,[11299443],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:01:03.880073'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:03.880073'}",{'key': '/type/work'},/works/OL24624239W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL1241093A'}],Teaching Little Fingers to Play More - Book/Audio,['Willis Music'],32,paperback,,[{'key': '/works/OL24624239W'}],"Oct 01, 2005",['1476813817'],[11299443],Teaching Little Fingers to Play More - Book/Audio,['9781476813813'],"{'type': '/type/datetime', 'value': '2021-06-23T14:01:03.880073'}","{'type': '/type/datetime', 'value': '2021-06-23T14:01:03.880073'}",{'key': '/type/edition'},/books/OL32670282M,1,1,['amazon:1476813817'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8077453A'}}]",Déclaration des droits de la femme et de la citoyenne - Bac 2022,,,,,,,,[11299441],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:00:44.225660'}","{'type': '/type/datetime', 'value': '2021-06-23T14:00:44.225660'}",{'key': '/type/work'},/works/OL24624238W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8077453A'}],Déclaration des droits de la femme et de la citoyenne - Bac 2022,['GALLIMARD'],112,pocket book,"{'type': '/type/text', 'value': 'Source title: Déclaration des droits de la femme et de la citoyenne - Bac 2022 (Folio+Lycée, 32) (French Edition)'}",[{'key': '/works/OL24624238W'}],"Jun 03, 2021",['2072944287'],[11299441],Déclaration des droits de la femme et de la citoyenne - Bac 2022,['9782072944284'],"{'type': '/type/datetime', 'value': '2021-06-23T14:00:44.225660'}","{'type': '/type/datetime', 'value': '2021-06-23T14:00:44.225660'}",{'key': '/type/edition'},/books/OL32670281M,1,1,['amazon:2072944287'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}","{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}",{'key': '/type/author'},/authors/OL9281654A,1,1,['amazon:1474508219'],WO95/1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281654A'}}]","12 DIVISION Headquarters, Branches and Services Commander Royal Artillery",,,,,,,,[11299440],,,"{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}","{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}",{'key': '/type/work'},/works/OL24624237W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 May 1915 - 30 December 1916,[{'key': '/authors/OL9281654A'}],"12 DIVISION Headquarters, Branches and Services Commander Royal Artillery",['Naval & Military Press'],564,paperback,"{'type': '/type/text', 'value': 'Source title: 12 DIVISION Headquarters, Branches and Services Commander Royal Artillery: 25 May 1915 - 30 December 1916 (First World War, War Diary, WO95/1831)'}",[{'key': '/works/OL24624237W'}],"Jul 25, 2015",['1474508219'],[11299440],"12 DIVISION Headquarters, Branches and Services Commander Royal Artillery : 25 May 1915 - 30 December 1916",['9781474508216'],"{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}","{'type': '/type/datetime', 'value': '2021-06-23T14:00:33.817206'}",{'key': '/type/edition'},/books/OL32670280M,1,1,['amazon:1474508219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3481397A'}}]",Sunday Morning Hymn Duet Companion,,,,,,,,[11299439],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:59:46.629493'}","{'type': '/type/datetime', 'value': '2021-06-23T13:59:46.629493'}",{'key': '/type/work'},/works/OL24624236W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 Familiar Hymns for One Piano, Four Hands",[{'key': '/authors/OL3481397A'}],Sunday Morning Hymn Duet Companion,['Alfred Music'],124,paperback,"{'type': '/type/text', 'value': 'Source title: Sunday Morning Hymn Duet Companion: 17 Familiar Hymns for One Piano, Four Hands (Sacred Performer Duet Collections)'}",[{'key': '/works/OL24624236W'}],"Jan 01, 2018",['1470638940'],[11299439],"Sunday Morning Hymn Duet Companion : 17 Familiar Hymns for One Piano, Four Hands",['9781470638948'],"{'type': '/type/datetime', 'value': '2021-06-23T13:59:46.629493'}","{'type': '/type/datetime', 'value': '2021-06-23T13:59:46.629493'}",{'key': '/type/edition'},/books/OL32670279M,1,1,['amazon:1470638940'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddhist Insights for Finding Meaning and Joy in the Face of Suffering,"[{'key': '/authors/OL3002658A'}, {'key': '/authors/OL8027610A'}]",Dancing With Life,['Brilliance Audio'],,preloaded digital audio player,"{'type': '/type/text', 'value': 'Source title: Dancing With Life: Buddhist Insights for Finding Meaning and Joy in the Face of Suffering'}",[{'key': '/works/OL8799015W'}],"Jan 07, 2014",['1469212447'],[11299438],Dancing With Life Buddhist Insights for Finding Meaning and Joy in the Face of Suffering,['9781469212449'],"{'type': '/type/datetime', 'value': '2021-06-23T13:59:13.462666'}","{'type': '/type/datetime', 'value': '2021-06-23T13:59:13.462666'}",{'key': '/type/edition'},/books/OL32670277M,1,1,['amazon:1469212447'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miracles, Memories, and the Perfect Marriage of Sports and Television","[{'key': '/authors/OL7597265A'}, {'key': '/authors/OL1520636A'}, {'key': '/authors/OL7597265A'}]",You Can't Make This Up,['Harperaudio'],,preloaded digital audio player,"{'type': '/type/text', 'value': ""Source title: You Can't Make This Up: Miracles, Memories, and the Perfect Marriage of Sports and Television""}",[{'key': '/works/OL19987054W'}],"Nov 18, 2014",['1467687308'],[11299437],"You Can't Make This Up Miracles, Memories, and the Perfect Marriage of Sports and Television",['9781467687300'],"{'type': '/type/datetime', 'value': '2021-06-23T13:58:58.777151'}","{'type': '/type/datetime', 'value': '2021-06-23T13:58:58.777151'}",{'key': '/type/edition'},/books/OL32670275M,1,1,['amazon:1467687308'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Thriller,"[{'key': '/authors/OL3495765A'}, {'key': '/authors/OL7343469A'}]",Extinction,['Tantor Media Inc'],,preloaded digital audio player,"{'type': '/type/text', 'value': 'Source title: Extinction: A Thriller'}",[{'key': '/works/OL21265550W'}],"May 01, 2013",['1467652377'],[11299436],Extinction A Thriller,['9781467652377'],"{'type': '/type/datetime', 'value': '2021-06-23T13:58:53.382952'}","{'type': '/type/datetime', 'value': '2021-06-23T13:58:53.382952'}",{'key': '/type/edition'},/books/OL32670274M,1,1,['amazon:1467652377'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1390423A'}}]",Golden Spirit,,,,,,,,[11299435],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:58:47.681121'}","{'type': '/type/datetime', 'value': '2021-06-23T13:58:47.681121'}",{'key': '/type/work'},/works/OL24624235W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL1390423A'}],Golden Spirit,['Tantor Media Inc'],,preloaded digital audio player,,[{'key': '/works/OL24624235W'}],"Nov 15, 2012",['1467629898'],[11299435],Golden Spirit,['9781467629898'],"{'type': '/type/datetime', 'value': '2021-06-23T13:58:47.681121'}","{'type': '/type/datetime', 'value': '2021-06-23T13:58:47.681121'}",{'key': '/type/edition'},/books/OL32670273M,1,1,['amazon:1467629898'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}","{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}",{'key': '/type/author'},/authors/OL9281653A,1,1,['amazon:2951909055'],LENZ J. M. R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281653A'}}]",LE PLUS SENTIMENTAL DES ROMANS,,,,,,,,[11299434],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}","{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}",{'key': '/type/work'},/works/OL24624234W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281653A'}],LE PLUS SENTIMENTAL DES ROMANS,['GREGES'],,paperback,"{'type': '/type/text', 'value': 'Source title: LE PLUS SENTIMENTAL DES ROMANS (French Edition)'}",[{'key': '/works/OL24624234W'}],"Mar 01, 2005",['2951909055'],[11299434],,['9782951909052'],"{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}","{'type': '/type/datetime', 'value': '2021-06-23T13:57:43.036199'}",{'key': '/type/edition'},/books/OL32670272M,1,1,['amazon:2951909055'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FASCINATION FIX,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T14:01:12.392370'}","{'type': '/type/datetime', 'value': '2021-06-23T13:57:17.638108'}",{'key': '/type/work'},/works/OL24624233W,3,3,,,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': ""And just 90 seconds from now I'm going to let you in on something every man is secretly obsessed with.\r\nIt's Something He CRAVES...\r\nMore than love, more than money, even more than sex.\r\nAnd the craziest part is this one secret obsession holds the key to winning a man's love, attention, and total devotion for LIFE but not one woman in a thousand even knows it exists!""}",,,,,,,,,,,,,,,,,,
,,FASCINATION FIX,['FLORA'],,,,[{'key': '/works/OL24624233W'}],2021,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:58:32.037893'}","{'type': '/type/datetime', 'value': '2021-06-23T13:57:17.638108'}",{'key': '/type/edition'},/books/OL32670271M,2,2,,,,,,,,,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,
The Epidemic,"[{'key': '/authors/OL7553616A'}, {'key': '/authors/OL7998405A'}]",Murderville 2,"['Blackstone Audiobooks', 'Buck 50 Productions, LLC and Blackstone Audio, Inc.']",,audio cd,"{'type': '/type/text', 'value': 'Source title: Murderville 2: The Epidemic (Murderville Trilogy, Book 2)'}",[{'key': '/works/OL20373303W'}],"Jul 24, 2012",['1455159255'],[11299433],Murderville 2 The Epidemic,['9781455159253'],"{'type': '/type/datetime', 'value': '2021-06-23T13:56:51.674046'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:51.674046'}",{'key': '/type/edition'},/books/OL32670270M,1,1,['amazon:1455159255'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3121096A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7172636A'}}]",Chopin au CP - Vive l'écriture ! - Tome 2,,,,,,,,[11299432],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:56:24.452151'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:24.452151'}",{'key': '/type/work'},/works/OL24624232W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3121096A'}, {'key': '/authors/OL7172636A'}]",Chopin au CP - Vive l'écriture ! - Tome 2,['PLAY BAC'],,paperback,"{'type': '/type/text', 'value': ""Source title: Chopin au CP - Vive l'écriture ! - Tome 2 (French Edition)""}",[{'key': '/works/OL24624232W'}],"Jul 01, 2016",['2809656541'],[11299432],,['9782809656541'],"{'type': '/type/datetime', 'value': '2021-06-23T13:56:24.452151'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:24.452151'}",{'key': '/type/edition'},/books/OL32670269M,1,1,['amazon:2809656541'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8742139A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7942084A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9091422A'}}]",Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris,,,,,,,,[11299430],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.029637'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.029637'}",{'key': '/type/work'},/works/OL24624231W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL8742139A'}, {'key': '/authors/OL7942084A'}, {'key': '/authors/OL9091422A'}]",Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris,"['Bordas', 'BORDAS']",32,paperback,"{'type': '/type/text', 'value': ""Source title: Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris (French Edition)""}",[{'key': '/works/OL24624231W'}],"Jun 25, 2020",['2047358574'],[11299430],,['9782047358573'],"{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.029637'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.029637'}",{'key': '/type/edition'},/books/OL32670267M,1,1,['amazon:2047358574'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8742139A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7942084A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9091422A'}}]",Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris,,,,,,,,[11299431],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.028270'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.028270'}",{'key': '/type/work'},/works/OL24624230W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL8742139A'}, {'key': '/authors/OL7942084A'}, {'key': '/authors/OL9091422A'}]",Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris,"['Bordas', 'BORDAS']",32,paperback,"{'type': '/type/text', 'value': ""Source title: Cocorico Je sais lire ! premières lectures avec les P'tites Poules - Les P'tites Poules à Paris (French Edition)""}",[{'key': '/works/OL24624230W'}],"Jun 25, 2020",['2047358574'],[11299431],,['9782047358573'],"{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.028270'}","{'type': '/type/datetime', 'value': '2021-06-23T13:56:15.028270'}",{'key': '/type/edition'},/books/OL32670268M,1,1,['amazon:2047358574'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3121096A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7172636A'}}]",Chopin au CP - T5 - Pas de piscine pour Chopin,,,,,,,,[11299429],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:57.591732'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:57.591732'}",{'key': '/type/work'},/works/OL24624229W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3121096A'}, {'key': '/authors/OL7172636A'}]",Chopin au CP - T5 - Pas de piscine pour Chopin,['PLAY BAC'],30,paperback,"{'type': '/type/text', 'value': 'Source title: Chopin au CP - T5 - Pas de piscine pour Chopin (P.BAC CHOPIN) (French Edition)'}",[{'key': '/works/OL24624229W'}],"Aug 01, 2017",['2809658854'],[11299429],,['9782809658859'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:57.591732'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:57.591732'}",{'key': '/type/edition'},/books/OL32670266M,1,1,['amazon:2809658854'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8598125A'}}]",Jamais - vol. 01,,,,,,,,[11299428],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.813570'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.813570'}",{'key': '/type/work'},/works/OL24624228W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8598125A'}],Jamais - vol. 01,['BAMBOO'],64,hardcover,"{'type': '/type/text', 'value': 'Source title: Jamais - vol. 01 (Jamais, 0) (French Edition)'}",[{'key': '/works/OL24624228W'}],"Jan 10, 2018",['2818943817'],[11299428],,['9782818943816'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.813570'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.813570'}",{'key': '/type/edition'},/books/OL32670265M,1,1,['amazon:2818943817'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3121096A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7172636A'}}]",Chopin au CP - Surprise à la cantine - Tome 3,,,,,,,,[11299427],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.560960'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.560960'}",{'key': '/type/work'},/works/OL24624227W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3121096A'}, {'key': '/authors/OL7172636A'}]",Chopin au CP - Surprise à la cantine - Tome 3,['PLAY BAC'],,paperback,"{'type': '/type/text', 'value': 'Source title: Chopin au CP - Surprise à la cantine - Tome 3 (P.BAC CHOPIN) (French Edition)'}",[{'key': '/works/OL24624227W'}],"Jul 01, 2016",['280965655X'],[11299427],,['9782809656558'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.560960'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.560960'}",{'key': '/type/edition'},/books/OL32670264M,1,1,['amazon:280965655X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3121096A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7172636A'}}]",Chopin au CP - Surprise à la cantine - Tome 3,,,,,,,,[11299426],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.374395'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.374395'}",{'key': '/type/work'},/works/OL24624226W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3121096A'}, {'key': '/authors/OL7172636A'}]",Chopin au CP - Surprise à la cantine - Tome 3,['PLAY BAC'],,paperback,"{'type': '/type/text', 'value': 'Source title: Chopin au CP - Surprise à la cantine - Tome 3 (P.BAC CHOPIN) (French Edition)'}",[{'key': '/works/OL24624226W'}],"Jul 01, 2016",['280965655X'],[11299426],,['9782809656558'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.374395'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:51.374395'}",{'key': '/type/edition'},/books/OL32670263M,1,1,['amazon:280965655X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}",{'key': '/type/author'},/authors/OL9281652A,1,1,['amazon:2913647820'],DANIEL STEPHANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281652A'}}]",La Telecommande Magique,,,,,,,,[11299425],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}",{'key': '/type/work'},/works/OL24624225W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281652A'}],La Telecommande Magique,['ROUGE SAFRAN'],48,paperback,"{'type': '/type/text', 'value': 'Source title: La Telecommande Magique (Cannelle) (French Edition)'}",[{'key': '/works/OL24624225W'}],"Oct 19, 2010",['2913647820'],[11299425],,['9782913647824'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:28.121221'}",{'key': '/type/edition'},/books/OL32670262M,1,1,['amazon:2913647820'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}",{'key': '/type/author'},/authors/OL9281651A,1,1,['amazon:1446526836'],D. M. Campana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281651A'}}]",The Teacher of Picture Frame Finishing,,,,,,,,[11299424],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}",{'key': '/type/work'},/works/OL24624224W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281651A'}],The Teacher of Picture Frame Finishing,['Kingman Press'],64,paperback,,[{'key': '/works/OL24624224W'}],"Dec 15, 2010",['1446526836'],[11299424],The Teacher of Picture Frame Finishing,['9781446526835'],"{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}","{'type': '/type/datetime', 'value': '2021-06-23T13:55:22.471342'}",{'key': '/type/edition'},/books/OL32670261M,1,1,['amazon:1446526836'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
